date,market_ret,portfolio_ret,market_index,portfolio_index
2016-01-31,-0.02969051138210546,-0.004181384110146815,97.03094886178945,99.58186158898532
2016-02-29,0.016825707759222368,0.009890506959020492,98.66356325093798,100.56677668402341
2016-03-31,-0.07933468573195794,-0.10627263121017272,90.83612046722966,89.87928071348638
2016-04-30,0.06880972695489124,0.10710575596215377,97.08652911422135,99.50586901963896
2016-05-31,0.034723263341769686,0.059939253389481466,100.45769023159285,105.47017651654767
2016-06-30,-0.007142136834871355,0.028545996193712807,99.7402076618437,108.48092777393926
2016-07-31,-0.008037719768557907,-0.0019361382885541446,98.93852382300004,108.27089369609826
2016-08-31,0.019672591550046557,0.06521255827181945,100.88490099073448,115.33151566039703
2016-09-30,-0.006044713599195282,-0.012003427146187845,100.27508065776232,113.94714221450803
2016-10-31,-0.004165898752344611,-0.029299012469338047,99.85734482435889,110.60860347391971
2016-11-30,0.03840305190041009,-0.004763720252438923,103.6921716202859,110.08169502945704
2016-12-31,0.029161734259819647,0.008000962146689397,106.71601517390027,110.96245450443114
2017-01-31,0.003114242896461763,0.0260439669831177,107.04835476609429,113.85235700591024
2017-02-28,0.0021535546566362126,-0.03214662934566527,107.27888924898605,110.19238748511088
2017-03-31,0.013241234519954004,0.005918313393086553,108.69939418057204,110.84454056778019
2017-04-30,-0.021630827753350748,0.029789147029691092,106.34813630815852,114.14650488419235
2017-05-31,-0.012168761909532458,0.009175822366089714,105.05401115790202,115.1938929367197
2017-06-30,0.030671708109288813,0.08204707825438745,108.27619712384717,124.64521528492627
2017-07-31,0.00012827430866113425,-0.022641539231609695,108.29008617817767,121.82305575302017
2017-08-31,-0.05584917790545256,-0.12372592888417866,102.24217388981585,106.75038502046867
2017-09-30,-0.015477542383494308,0.022110349686520356,100.65971631005564,109.11067336244191
2017-10-31,0.0355479722382092,0.00745660463793614,104.2379651109515,109.92426851548463
2017-11-30,-0.004452724743747508,-0.0008475449732497924,103.77382214446409,109.83110275426617
2017-12-31,-0.000692976460634551,0.006630407861594617,103.70190932848789,110.55932776141566
2018-01-31,0.03488264826770573,0.018392635198753806,107.31930655628305,112.59280514475083
